0.417266,0.023569,0.076305,0.952206,0.000000,0.416667,0.567708,0.544153,0.511936,0.095618,0.334107,0.505747,0.241050,0.350000,0.273713,0.042296,0.777143,0.487805,0.596040,0.226744,0.475709,0.497006,0.613122,0.013089,0.008427,0.523457,0.679558,0.382637,0.454829,0.004854,0.006494,0.205479,0.384840,0.009070,0.365535,0.301818,0.000000,0.624650,0.120000,0.540541,0.066176,0.545455,0.154684,0.386792,0.492105,0.079470,0.198502,0.585242,0.583519,0.143737,0.416819,0.521246,0.561644,0.034965,0.247312,0.446985,0.634085,0.159170,0.516949,0.076389,0.733333,0.002717,0.558659,0.009592,0.408240,0.256545,0.002336,0.376771,0.610619,0.347222,0.062257,0.028226,0.296703,0.420000,0.207921,0.063492,0.589242,0.302521,0.589899,0.290698,0.510204,0.483696,0.491159,0.833811,0.029630,0.570694,0.373832,0.314465,0.653285,0.032483,0.000000,0.262032,0.564972,0.075397,0.287611,0.509852,0.082873,0.594805,0.014778,0.564103,0.057047,0.420530,0.290816,0.349398,0.327366,0.083691,0.032544,0.568116,0.187067,0.548851,0.387534,0.565762,0.586375,0.617486,0.106195,0.225513,0.033413,0.757225,0.678922,0.651558,0.013263,0.157216,0.131707,0.517134,0.064626,0.541436,0.102941,0.000000,0.088362,0.385294,0.217949,0.029032,0.479920,0.401515,0.377483,0.422156,0.702842,0.483180,0.583333,0.450304,0.473684,0.523416,0.522911,0.583082,0.002801,0.014409,0.101562,0.367164,0.380952,0.630137,0.276423,0.308244,0.420063,0.031373,0.496732,0.016129,0.035623,0.010101,0.012821,0.475000,0.736148,0.558266,0.067416,0.564103,0.691176,0.179153
0.438849,0.030303,0.128514,0.525735,0.000000,0.260417,0.572917,0.837709,0.485411,0.324701,0.631090,0.475096,0.477327,0.604762,0.493225,0.190332,0.808571,0.514412,0.598020,0.474806,0.477733,0.491018,0.606335,0.018325,0.008427,0.528395,0.740331,0.228296,0.467290,0.009709,0.003247,0.147260,0.294461,0.088435,0.313316,0.072727,0.017544,0.565826,0.008000,0.645946,0.095588,0.227273,0.372549,0.665094,0.547368,0.523179,0.288390,0.620865,0.661470,0.441478,0.422303,0.492918,0.619178,0.370629,0.163978,0.661123,0.666667,0.155709,0.440678,0.155093,0.246377,0.000000,0.525140,0.009592,0.543071,0.287958,0.002336,0.385269,0.002950,0.469444,0.105058,0.008065,0.536264,0.515556,0.462871,0.055556,0.601467,0.613445,0.577778,0.569767,0.482993,0.502717,0.457760,0.212034,0.148148,0.547558,0.470405,0.833333,0.507299,0.023202,0.000000,0.032086,0.350282,0.345238,0.438053,0.073892,0.306630,0.555844,0.004926,0.620513,0.073826,0.192053,0.510204,0.590361,0.547315,0.521459,0.204142,0.533333,0.445727,0.543103,0.523035,0.490605,0.503650,0.628415,0.327434,0.546697,0.023866,0.682081,0.674020,0.674221,0.013263,0.128866,0.068293,0.133956,0.040816,0.204420,0.237745,0.045952,0.293103,0.408824,0.435897,0.074194,0.508032,0.418561,0.587196,0.347305,0.664083,0.437309,0.679688,0.545639,0.475564,0.573003,0.571429,0.561934,0.005602,0.014409,0.117188,0.504478,0.497024,0.715068,0.281843,0.451613,0.369906,0.011765,0.313725,0.006452,0.038168,0.189394,0.012821,0.059375,0.266491,0.287263,0.078652,0.570513,0.747059,0.348534
0.345324,0.218855,0.112450,0.536765,0.000000,0.244792,0.562500,0.673031,0.564987,0.478088,0.679814,0.576628,0.653938,0.833333,0.563686,0.268882,0.797143,1.000000,0.483168,0.375969,0.522267,0.491018,0.527149,0.020942,0.008427,0.506173,0.732044,0.334405,0.464174,0.038835,0.003247,0.890411,0.239067,0.113379,0.308094,0.203636,0.010025,0.579832,0.004000,0.618919,0.205882,0.730114,0.583878,0.872642,0.618421,0.432671,0.258427,0.692112,0.527840,0.478439,0.484461,0.529745,0.490411,0.505828,0.172043,0.484407,0.656642,0.179931,0.435028,0.331019,0.266667,0.679348,0.324022,0.014388,0.531835,0.282723,0.002336,0.379603,0.002950,0.436111,0.112840,0.104839,0.597802,0.684444,0.623762,0.119048,0.594132,1.000000,0.575758,0.546512,0.605442,0.483696,0.469548,0.246418,0.217284,0.534704,0.479751,0.411950,0.510949,0.020882,0.048649,0.631016,0.353107,0.390873,0.420354,0.061576,0.281768,0.568831,0.004926,0.600000,0.281879,0.572848,0.655612,0.650602,0.585678,1.000000,0.408284,0.898551,0.487298,0.557471,0.482385,0.542797,0.610706,0.562842,0.254425,0.305239,0.021480,0.696532,0.676471,0.682720,0.015915,0.128866,0.068293,0.174455,0.690476,0.220994,0.490196,0.087527,0.465517,0.397059,0.555556,0.090323,0.584337,0.604167,1.000000,0.377246,0.679587,0.455657,0.528646,0.505071,0.424812,0.548209,0.544474,0.561934,0.005602,0.014409,0.085938,0.477612,0.485119,0.695890,0.273713,0.444444,0.369906,0.466667,0.882353,0.716129,0.058524,0.111111,0.017949,0.475000,0.472296,0.533875,0.161049,0.666667,0.773529,0.472313
0.158273,0.006734,0.032129,1.000000,0.000000,0.096354,0.541667,0.639618,0.554377,0.356574,0.633411,0.385057,0.606205,0.550000,0.577236,0.063444,0.734286,0.536585,0.429703,0.315891,0.394737,0.500000,0.409502,0.041885,0.039326,0.604938,0.524862,0.321543,0.492212,0.038835,0.003247,0.020548,0.609329,0.117914,0.407311,0.094545,0.000000,0.526611,0.012000,0.386486,0.033088,0.139205,0.496732,0.643868,0.457895,0.465784,0.157303,0.529262,0.527840,0.347023,0.396709,0.521246,0.493151,0.496503,0.427419,0.446985,0.548872,0.110727,0.257062,0.226852,0.652174,0.002717,0.564246,0.031175,0.569288,0.146597,0.004673,0.243626,0.005900,0.216667,0.027237,0.016129,0.606593,0.424444,0.547030,0.095238,0.623472,0.504202,0.420202,0.569767,0.376417,0.480978,0.473477,0.842407,0.125926,0.591260,0.233645,0.503145,0.784672,0.034803,0.002703,0.251337,0.564972,0.398810,0.619469,0.014778,0.113260,0.584416,0.014778,0.466667,0.023490,0.357616,0.630102,0.643373,0.567775,0.291845,0.062130,0.568116,0.427252,0.445402,0.506775,0.398747,0.362530,0.398907,0.137168,0.337130,0.047733,0.774566,0.632353,0.518414,0.042440,0.139175,0.048780,0.744548,0.006803,0.237569,0.362745,0.076586,0.411638,0.473529,0.854701,0.035484,0.467871,0.395833,0.503311,0.284431,0.622739,0.305810,0.494792,0.470588,0.473684,0.402204,0.460916,0.564955,0.002801,0.008646,0.101562,0.241791,0.255952,0.463014,0.425474,0.408602,0.485893,0.015686,0.271242,0.006452,0.035623,0.151515,0.028205,0.037500,0.166227,0.398374,0.516854,0.615385,0.302941,0.459283
0.417266,0.020202,0.257028,0.525735,0.000000,0.263021,0.546875,0.634845,0.543767,0.350598,0.670534,0.791188,0.618138,0.630952,0.566396,0.129909,0.774286,0.534368,0.851485,0.416667,0.487854,0.505988,0.613122,0.023560,0.005618,0.659259,0.734807,0.170418,0.467290,0.036408,0.003247,0.284247,0.338192,0.170068,0.313316,0.280000,0.020050,0.633053,0.056000,0.732432,0.121324,0.590909,0.498911,0.636792,0.892105,0.554084,0.258427,0.559796,0.870824,0.359343,0.663620,0.492918,0.608219,0.470862,0.166667,0.721414,0.654135,0.086505,0.443503,0.236111,0.243478,0.005435,0.575419,0.014388,0.543071,0.261780,0.002336,0.558074,0.566372,0.611111,0.186770,0.076613,0.626374,0.808889,0.504950,0.071429,0.628362,0.523109,0.864646,0.600000,0.444444,0.513587,0.701375,0.214900,0.116049,0.511568,0.457944,0.924528,0.507299,0.027842,0.000000,0.262032,0.347458,0.466270,0.336283,0.467980,0.309392,0.509091,0.073892,0.653846,0.070470,0.453642,0.599490,0.624096,0.611253,0.379828,0.307692,0.695652,0.406467,0.945402,0.728997,0.546973,0.518248,0.625683,0.212389,0.507973,0.019093,0.786127,0.600490,0.577904,0.015915,0.131443,0.073171,0.392523,0.054422,0.486188,0.411765,0.109409,0.467672,0.408824,0.175214,0.116129,0.495984,0.649621,0.547461,0.371257,0.540052,0.281346,0.671875,0.645030,0.676692,0.705234,0.636119,0.607251,0.005602,0.017291,0.101562,0.617910,0.556548,0.761644,0.273713,0.448029,0.369906,0.050980,0.565359,0.022581,0.048346,0.290404,0.020513,0.518750,0.736148,0.574526,0.041199,0.570513,0.717647,0.205212
0.338129,0.474747,0.257028,0.897059,0.000000,0.127604,0.658854,0.844869,0.549072,0.444223,0.614849,0.578544,0.658711,0.533333,0.569106,0.054381,0.805714,0.552106,0.558416,0.412791,0.495951,0.529940,0.588235,0.031414,0.005618,0.486420,0.715470,0.993569,0.448598,0.038835,0.253247,0.914384,0.408163,0.147392,0.355091,0.240000,0.000000,0.521008,0.008000,0.594595,0.294118,0.713068,0.568627,0.580189,0.613158,0.430464,0.280899,0.506361,0.781737,0.427105,0.484461,0.526912,0.556164,0.410256,0.177419,0.511435,0.671679,0.647059,0.474576,0.300926,0.834783,0.722826,0.296089,0.011990,0.400749,0.293194,0.002336,0.487252,0.002950,0.583333,0.276265,0.153226,0.626374,0.628889,0.591584,0.071429,0.616137,0.445378,0.583838,0.881395,0.557823,0.562500,0.491159,0.707736,0.177778,0.547558,0.616822,0.704403,0.529197,0.016241,0.448649,0.641711,0.632768,0.442460,0.384956,0.044335,0.005525,0.545455,0.034483,0.648718,0.362416,0.556291,0.650510,0.624096,0.524297,0.347639,0.124260,0.588406,0.508083,0.689655,0.910569,0.559499,0.613139,0.622951,0.192478,0.425968,0.023866,0.881503,0.678922,0.889518,0.013263,0.252577,0.121951,0.507788,0.751701,0.298343,0.482843,0.102845,0.487069,0.461765,0.534188,0.054839,0.453815,0.530303,0.514349,0.344311,0.633075,0.379205,0.549479,0.476673,0.430451,0.520661,0.611860,0.577039,0.134454,0.757925,0.359375,0.617910,0.556548,0.635616,0.292683,0.315412,0.442006,0.478431,0.882353,0.748387,0.045802,0.156566,0.017949,0.412500,0.387863,0.501355,0.187266,0.660256,0.752941,0.495114
0.215827,0.023569,0.080321,0.544118,0.000000,0.815104,0.567708,0.553699,0.514589,0.304781,0.640371,0.530651,0.568019,0.569048,0.539295,0.075529,0.771429,0.498891,0.592079,0.420543,0.477733,0.500000,0.597285,0.052356,0.014045,0.523457,0.682320,0.385852,0.772586,0.041262,0.003247,0.500000,0.483965,0.204082,0.665796,0.116364,0.528822,0.633053,0.012000,0.543243,0.062500,0.139205,0.446623,0.655660,0.571053,0.505519,0.205993,0.580153,0.561247,0.349076,0.425960,0.526912,0.556164,0.508159,0.309140,0.463617,0.634085,0.159170,0.861582,0.187500,0.127536,0.043478,0.597765,0.347722,0.880150,0.036649,0.002336,0.399433,0.002950,0.358333,0.058366,0.008065,0.586813,0.522222,0.487624,0.039683,0.572127,0.552521,0.600000,0.597674,0.539683,0.486413,0.497053,0.140401,0.093827,0.570694,0.376947,0.349057,0.635036,0.450116,0.000000,0.149733,0.381356,0.394841,0.513274,0.401478,0.839779,0.587013,0.019704,0.564103,0.053691,0.182119,0.586735,0.624096,0.557545,0.379828,0.059172,0.582609,0.406467,0.568966,0.506775,0.561587,0.603406,0.622951,0.232301,0.544419,0.040573,0.757225,0.681373,0.654391,0.010610,0.507732,0.529268,0.448598,0.312925,0.325967,0.318627,0.157549,0.383621,0.608824,0.632479,0.800000,0.463855,0.410985,0.507726,0.452096,0.708010,0.495413,0.552083,0.452333,0.468045,0.531680,0.522911,0.580060,0.005602,0.017291,0.132812,0.367164,0.380952,0.630137,0.669377,0.641577,0.476489,0.011765,0.411765,0.041935,0.017812,0.191919,0.046154,0.012500,0.108179,0.165312,0.022472,0.634615,0.823529,0.198697
0.474820,0.666667,0.811245,0.220588,0.005634,0.627604,0.171875,0.704057,0.323607,0.569721,0.489559,0.609195,0.539379,0.678571,0.588076,0.099698,0.434286,0.503326,0.572277,0.385659,0.694332,0.194611,0.690045,0.701571,0.516854,0.244444,0.737569,0.122186,0.386293,0.662621,0.538961,0.976027,0.032070,0.811791,0.075718,0.254545,0.215539,0.414566,0.520000,0.570270,0.827206,0.482955,0.520697,0.540094,0.594737,0.315673,0.790262,0.610687,0.605791,0.494867,0.643510,0.269122,0.416438,0.491841,0.610215,0.361746,0.248120,0.705882,0.607345,0.680556,0.008696,0.690217,0.206704,0.750600,0.209738,0.267016,0.070093,0.657224,0.353982,0.750000,0.836576,0.471774,0.516484,0.637778,0.638614,0.134921,0.229829,0.420168,0.626263,0.532558,0.616780,0.168478,0.703340,0.670487,0.664198,0.197943,0.943925,0.267296,0.182482,0.672854,0.637838,0.828877,0.011299,0.492063,0.283186,0.209360,0.522099,0.189610,0.669951,0.207692,0.775168,0.543046,0.632653,0.489157,0.575448,0.351931,0.065089,0.397101,0.556582,0.502874,0.479675,0.699374,0.576642,0.535519,0.575221,0.637813,0.618138,0.130058,0.196078,0.668555,0.644562,0.469072,0.587805,0.246106,0.976190,0.740331,0.683824,0.658643,0.521552,0.073529,0.538462,0.467742,0.640562,0.590909,0.668874,0.754491,0.516796,0.951070,0.632812,0.628803,0.657895,0.435262,0.142857,0.138973,0.002801,0.014409,0.140625,0.898507,0.943452,0.684932,0.048780,0.039427,0.003135,0.545098,0.807190,0.622581,0.893130,0.959596,0.892308,0.381250,0.182058,0.401084,0.284644,0.775641,0.764706,0.596091
0.374101,0.326599,0.590361,0.415441,0.000000,0.143229,0.015625,0.663484,0.047745,0.551793,0.721578,0.455939,0.813842,0.650000,0.441734,0.099698,0.037143,0.611973,0.413861,0.391473,0.307692,0.020958,0.079186,0.876963,0.867978,0.039506,0.110497,0.009646,0.087227,0.393204,0.003247,0.150685,0.309038,0.609977,0.005222,0.469091,0.000000,0.114846,0.472000,0.145946,0.522059,0.357955,0.697168,0.615566,0.581579,0.673289,0.029963,0.290076,0.576837,0.505133,0.393053,0.025496,0.013699,0.424242,0.615591,0.176715,0.010025,0.076125,0.161017,0.657407,0.231884,0.182065,0.530726,0.326139,0.011236,0.356021,0.002336,0.439093,0.477876,0.433333,0.556420,0.475806,0.764835,0.602222,0.497525,0.119048,0.039120,0.594538,0.422222,0.541860,0.140590,0.019022,0.278978,0.911175,0.753086,0.010283,0.395639,0.110063,0.193431,0.368910,0.021622,0.197861,0.064972,0.742063,0.207965,0.652709,0.030387,0.033766,0.640394,0.012821,0.469799,0.364238,0.548469,0.556627,0.554987,0.504292,0.068047,0.249275,0.321016,0.528736,0.536585,0.156576,0.051095,0.016393,0.845133,0.624146,0.861575,0.005780,0.012255,0.036827,0.546419,0.298969,0.292683,0.526480,0.034014,0.541436,0.796569,0.468271,0.790948,0.002941,0.034188,0.116129,0.461847,0.520833,0.679912,0.502994,0.074935,0.458716,0.049479,0.194726,0.203008,0.134986,0.016173,0.024169,0.002801,0.011527,0.062500,0.504478,0.488095,0.150685,0.073171,0.007168,0.006270,0.454902,0.254902,0.364516,0.045802,0.755051,0.076923,0.375000,0.707124,0.533875,0.074906,0.615385,0.702941,0.114007
0.366906,0.026936,0.096386,0.183824,0.000000,0.622396,0.570312,0.145585,0.522546,0.577689,0.006961,0.406130,0.467780,0.161905,0.094851,0.048338,0.797143,0.352550,0.378218,0.379845,0.542510,0.476048,0.579186,0.680628,0.491573,0.506173,0.701657,0.321543,0.236760,0.609223,0.003247,0.702055,0.279883,0.637188,0.062663,0.178182,0.040100,0.540616,0.032000,0.589189,0.110294,0.721591,0.568627,0.049528,0.215789,0.011038,0.258427,0.564885,0.356347,0.552361,0.466179,0.492918,0.523288,0.013986,0.588710,0.390852,0.646617,0.155709,0.497175,0.604167,0.002899,0.108696,0.519553,0.733813,0.108614,0.267016,0.002336,0.325779,0.053097,0.391667,0.077821,0.084677,0.057143,0.322222,0.435644,0.087302,0.611247,0.063025,0.412121,0.039535,0.537415,0.489130,0.526523,0.610315,0.585185,0.552699,0.417445,0.154088,0.138686,0.672854,0.000000,0.481283,0.019774,0.037698,0.464602,0.081281,0.439227,0.561039,0.000000,0.589744,0.134228,0.562914,0.176020,0.028916,0.092072,0.047210,0.094675,0.498551,0.147806,0.178161,0.108401,0.561587,0.535280,0.551913,0.603982,0.546697,0.622912,0.708092,0.671569,0.654391,0.543767,0.481959,0.590244,0.043614,0.129252,0.198895,0.637255,0.645514,0.428879,0.002941,0.465812,0.006452,0.493976,0.403409,0.264901,0.320359,0.651163,0.403670,0.588542,0.509128,0.500000,0.517906,0.539084,0.552870,0.005602,0.014409,0.093750,0.423881,0.428571,0.665753,0.159892,0.003584,0.003135,0.203922,0.790850,0.322581,0.035623,0.060606,0.712821,0.581250,0.667546,0.598916,0.026217,0.647436,0.800000,0.319218
